publisher,metric,count
Frontiers,FsF-F3-01M,330
Frontiers,FsF-A1-01M,330
Frontiers,FsF-A1-03D,330
Frontiers,FsF-R1.1-01M,330
Frontiers,FsF-R1.3-02D,330
Frontiers,FsF-I3-01M,196
Frontiers Media SA,FsF-F3-01M,137
Frontiers Media SA,FsF-A1-01M,137
Frontiers Media SA,FsF-A1-03D,137
Frontiers Media SA,FsF-R1.1-01M,137
Frontiers Media SA,FsF-R1.3-02D,137
Frontiers Media SA,FsF-F4-01M,3
Frontiers Media SA,FsF-R1-01MD,3
SAGE Publications,FsF-F3-01M,35
SAGE Publications,FsF-F4-01M,13
SAGE Publications,FsF-A1-01M,15
SAGE Publications,FsF-A1-03D,35
SAGE Publications,FsF-R1-01MD,13
SAGE Publications,FsF-R1.1-01M,31
SAGE Publications,FsF-R1.3-02D,35
Elsevier,FsF-F3-01M,36
Elsevier,FsF-F4-01M,36
Elsevier,FsF-A1-01M,36
Elsevier,FsF-A1-03D,36
Elsevier,FsF-R1-01MD,36
Elsevier,FsF-R1.1-01M,36
Elsevier,FsF-R1.3-02D,36
Springer Nature Singapore,FsF-F3-01M,4
Springer Nature Singapore,FsF-A1-01M,4
Springer Nature Singapore,FsF-A1-03D,4
Springer Nature Singapore,FsF-R1.1-01M,4
Springer Nature Singapore,FsF-R1.3-02D,4
"Springer, Singapore",FsF-F3-01M,4
"Springer, Singapore",FsF-A1-01M,4
"Springer, Singapore",FsF-A1-03D,4
"Springer, Singapore",FsF-R1.1-01M,4
"Springer, Singapore",FsF-R1.3-02D,4
SpringerLink,FsF-F3-01M,1002
SpringerLink,FsF-A1-01M,207
SpringerLink,FsF-A1-03D,1002
SpringerLink,FsF-R1.1-01M,963
SpringerLink,FsF-R1.3-02D,1002
SpringerLink,FsF-I3-01M,3
Elsevier BV,FsF-F3-01M,1806
Elsevier BV,FsF-F4-01M,1782
Elsevier BV,FsF-A1-01M,1806
Elsevier BV,FsF-A1-03D,1806
Elsevier BV,FsF-R1-01MD,1806
Elsevier BV,FsF-R1.1-01M,1806
Elsevier BV,FsF-R1.3-02D,1806
Elsevier BV,FsF-I3-01M,12
Copernicus GmbH,FsF-F3-01M,72
Copernicus GmbH,FsF-F4-01M,72
Copernicus GmbH,FsF-A1-01M,72
Copernicus GmbH,FsF-A1-03D,72
Copernicus GmbH,FsF-R1-01MD,72
Copernicus GmbH,FsF-R1.1-01M,72
Copernicus GmbH,FsF-R1.3-02D,72
Copernicus GmbH,FsF-I3-01M,11
© Georg Thieme Verlag Stuttgart · New York,FsF-F3-01M,4
© Georg Thieme Verlag Stuttgart · New York,FsF-A1-01M,4
© Georg Thieme Verlag Stuttgart · New York,FsF-A1-03D,4
© Georg Thieme Verlag Stuttgart · New York,FsF-R1.1-01M,4
© Georg Thieme Verlag Stuttgart · New York,FsF-R1.3-02D,4
© Georg Thieme Verlag Stuttgart · New York,FsF-I3-01M,2
Georg Thieme Verlag KG,FsF-F3-01M,41
Georg Thieme Verlag KG,FsF-A1-01M,41
Georg Thieme Verlag KG,FsF-A1-03D,41
Georg Thieme Verlag KG,FsF-R1.1-01M,41
Georg Thieme Verlag KG,FsF-R1.3-02D,41
Georg Thieme Verlag KG,FsF-R1-01MD,22
Georg Thieme Verlag KG,FsF-I3-01M,4
Cold Spring Harbor Laboratory,FsF-F3-01M,592
Cold Spring Harbor Laboratory,FsF-A1-03D,592
Cold Spring Harbor Laboratory,FsF-R1.1-01M,592
Cold Spring Harbor Laboratory,FsF-R1.3-02D,592
Cold Spring Harbor Laboratory,FsF-F4-01M,8
Cold Spring Harbor Laboratory,FsF-A1-01M,24
Cold Spring Harbor Laboratory,FsF-I3-01M,12
Cold Spring Harbor Laboratory,FsF-R1-01MD,8
bioRxiv,FsF-F3-01M,132
bioRxiv,FsF-A1-03D,132
bioRxiv,FsF-R1.1-01M,132
bioRxiv,FsF-R1.3-02D,132
bioRxiv,FsF-I3-01M,1
Springer-Verlag,FsF-F3-01M,890
Springer-Verlag,FsF-A1-03D,890
Springer-Verlag,FsF-R1.1-01M,876
Springer-Verlag,FsF-R1.3-02D,890
Springer-Verlag,FsF-A1-01M,2
Springer,FsF-F3-01M,787
Springer,FsF-A1-03D,787
Springer,FsF-R1.1-01M,748
Springer,FsF-R1.3-02D,787
Springer Science and Business Media LLC,FsF-F3-01M,911
Springer Science and Business Media LLC,FsF-A1-03D,911
Springer Science and Business Media LLC,FsF-R1.1-01M,785
Springer Science and Business Media LLC,FsF-R1.3-02D,911
Springer Science and Business Media LLC,FsF-A1-01M,14
Springer Science and Business Media LLC,FsF-R1-01MD,10
Springer Science and Business Media LLC,FsF-F4-01M,2
Springer Science and Business Media LLC,FsF-I3-01M,4
Institute of Electrical and Electronics Engineers (IEEE),FsF-F3-01M,38
Institute of Electrical and Electronics Engineers (IEEE),FsF-F4-01M,38
Institute of Electrical and Electronics Engineers (IEEE),FsF-A1-01M,38
Institute of Electrical and Electronics Engineers (IEEE),FsF-A1-03D,38
Institute of Electrical and Electronics Engineers (IEEE),FsF-R1-01MD,38
Institute of Electrical and Electronics Engineers (IEEE),FsF-R1.1-01M,38
Institute of Electrical and Electronics Engineers (IEEE),FsF-R1.3-02D,38
LWW,FsF-F3-01M,55
LWW,FsF-F4-01M,55
LWW,FsF-A1-01M,55
LWW,FsF-A1-03D,55
LWW,FsF-R1.1-01M,55
LWW,FsF-R1.3-02D,55
LWW,FsF-I3-01M,13
Ovid Technologies (Wolters Kluwer Health),FsF-F3-01M,87
Ovid Technologies (Wolters Kluwer Health),FsF-F4-01M,87
Ovid Technologies (Wolters Kluwer Health),FsF-A1-01M,87
Ovid Technologies (Wolters Kluwer Health),FsF-A1-03D,87
Ovid Technologies (Wolters Kluwer Health),FsF-R1.1-01M,87
Ovid Technologies (Wolters Kluwer Health),FsF-R1.3-02D,87
Ovid Technologies (Wolters Kluwer Health),FsF-R1-01MD,5
Wiley,FsF-F3-01M,866
Wiley,FsF-F4-01M,332
Wiley,FsF-A1-01M,866
Wiley,FsF-A1-03D,866
Wiley,FsF-R1-01MD,332
Wiley,FsF-R1.1-01M,866
Wiley,FsF-R1.3-02D,866
Oxford University Press,FsF-F3-01M,129
Oxford University Press,FsF-A1-01M,129
Oxford University Press,FsF-A1-03D,129
Oxford University Press,FsF-R1.1-01M,129
Oxford University Press,FsF-R1.3-02D,129
Oxford Academic,FsF-F3-01M,128
Oxford Academic,FsF-A1-01M,128
Oxford Academic,FsF-A1-03D,128
Oxford Academic,FsF-R1.1-01M,128
Oxford Academic,FsF-R1.3-02D,128
OUP Academic,FsF-F3-01M,129
OUP Academic,FsF-A1-01M,129
OUP Academic,FsF-A1-03D,129
OUP Academic,FsF-R1.1-01M,129
OUP Academic,FsF-R1.3-02D,129
American Physical Society,FsF-F3-01M,16
American Physical Society,FsF-A1-01M,16
American Physical Society,FsF-A1-03D,16
American Physical Society,FsF-R1.1-01M,16
American Physical Society,FsF-R1.3-02D,16
American Physical Society,FsF-I3-01M,9
Physical Review B,FsF-F3-01M,11
Physical Review B,FsF-A1-01M,11
Physical Review B,FsF-A1-03D,11
Physical Review B,FsF-R1.1-01M,11
Physical Review B,FsF-R1.3-02D,11
Physical Review B,FsF-I3-01M,5
American Physical Society (APS),FsF-F3-01M,72
American Physical Society (APS),FsF-A1-01M,72
American Physical Society (APS),FsF-A1-03D,72
American Physical Society (APS),FsF-R1.1-01M,72
American Physical Society (APS),FsF-R1.3-02D,72
American Physical Society (APS),FsF-F4-01M,58
American Physical Society (APS),FsF-R1-01MD,58
Society for Neuroscience,FsF-F3-01M,375
Society for Neuroscience,FsF-A1-03D,375
Society for Neuroscience,FsF-R1.1-01M,375
Society for Neuroscience,FsF-R1.3-02D,375
Society for Neuroscience,FsF-F4-01M,1
Society for Neuroscience,FsF-A1-01M,1
Society for Neuroscience,FsF-R1-01MD,1
Journal of Neuroscience,FsF-F3-01M,105
Journal of Neuroscience,FsF-A1-03D,105
Journal of Neuroscience,FsF-R1.1-01M,105
Journal of Neuroscience,FsF-R1.3-02D,105
Springer Berlin Heidelberg,FsF-F3-01M,389
Springer Berlin Heidelberg,FsF-A1-01M,185
Springer Berlin Heidelberg,FsF-A1-03D,389
Springer Berlin Heidelberg,FsF-R1.1-01M,369
Springer Berlin Heidelberg,FsF-R1.3-02D,389
Springer Berlin Heidelberg,FsF-I3-01M,3
"Springer, Berlin, Heidelberg",FsF-F3-01M,81
"Springer, Berlin, Heidelberg",FsF-A1-01M,79
"Springer, Berlin, Heidelberg",FsF-A1-03D,81
"Springer, Berlin, Heidelberg",FsF-R1.1-01M,81
"Springer, Berlin, Heidelberg",FsF-R1.3-02D,81
"John Wiley & Sons, Ltd",FsF-F3-01M,521
"John Wiley & Sons, Ltd",FsF-A1-01M,521
"John Wiley & Sons, Ltd",FsF-A1-03D,521
"John Wiley & Sons, Ltd",FsF-I3-01M,252
"John Wiley & Sons, Ltd",FsF-R1.1-01M,521
"John Wiley & Sons, Ltd",FsF-R1.3-02D,521
"John Wiley & Sons, Ltd",FsF-I1-01M,33
"John Wiley & Sons, Ltd",FsF-I2-01M,33
Alzheimer’s Association,FsF-F3-01M,12
Alzheimer’s Association,FsF-A1-01M,12
Alzheimer’s Association,FsF-A1-03D,12
Alzheimer’s Association,FsF-I3-01M,4
Alzheimer’s Association,FsF-R1.1-01M,12
Alzheimer’s Association,FsF-R1.3-02D,12
Cold Spring Harbor Laboratory Press,FsF-F3-01M,64
Cold Spring Harbor Laboratory Press,FsF-A1-03D,64
Cold Spring Harbor Laboratory Press,FsF-R1.1-01M,64
Cold Spring Harbor Laboratory Press,FsF-R1.3-02D,64
Cold Spring Harbor Laboratory Press,FsF-A1-01M,24
Cold Spring Harbor Laboratory Press,FsF-I3-01M,16
medRxiv,FsF-F3-01M,20
medRxiv,FsF-A1-03D,20
medRxiv,FsF-R1.1-01M,20
medRxiv,FsF-R1.3-02D,20
The Royal Society of Chemistry,FsF-F3-01M,130
The Royal Society of Chemistry,FsF-A1-03D,130
The Royal Society of Chemistry,FsF-R1.1-01M,130
The Royal Society of Chemistry,FsF-R1.3-02D,130
Royal Society of Chemistry (RSC),FsF-F3-01M,77
Royal Society of Chemistry (RSC),FsF-A1-03D,77
Royal Society of Chemistry (RSC),FsF-R1.1-01M,77
Royal Society of Chemistry (RSC),FsF-R1.3-02D,77
Royal Society of Chemistry (RSC),FsF-F4-01M,5
Royal Society of Chemistry (RSC),FsF-A1-01M,5
Royal Society of Chemistry (RSC),FsF-R1-01MD,5
Wiley Online Library,FsF-F3-01M,417
Wiley Online Library,FsF-A1-01M,417
Wiley Online Library,FsF-A1-03D,417
Wiley Online Library,FsF-I3-01M,196
Wiley Online Library,FsF-R1.1-01M,417
Wiley Online Library,FsF-R1.3-02D,417
Wiley Online Library,FsF-I1-01M,29
Wiley Online Library,FsF-I2-01M,29
BioMed Central,FsF-F3-01M,178
BioMed Central,FsF-A1-03D,178
BioMed Central,FsF-R1.3-02D,178
BioMed Central,FsF-R1.1-01M,8
Springer US,FsF-F3-01M,106
Springer US,FsF-A1-03D,106
Springer US,FsF-R1.1-01M,90
Springer US,FsF-R1.3-02D,106
Springer US,FsF-A1-01M,28
ISCA,FsF-F3-01M,6
ISCA,FsF-F4-01M,6
ISCA,FsF-A1-01M,6
ISCA,FsF-A1-03D,6
ISCA,FsF-I3-01M,6
ISCA,FsF-R1.1-01M,6
ISCA,FsF-R1.3-02D,6
arXiv.org,FsF-F3-01M,9
arXiv.org,FsF-A1-03D,9
arXiv.org,FsF-I1-01M,9
arXiv.org,FsF-I3-01M,9
arXiv.org,FsF-R1.3-02D,9
arXiv.org,FsF-A1-01M,1
arXiv,FsF-F3-01M,9
arXiv,FsF-A1-03D,9
arXiv,FsF-I1-01M,9
arXiv,FsF-I3-01M,9
arXiv,FsF-R1.3-02D,9
arXiv,FsF-A1-01M,1
Springer Netherlands,FsF-F3-01M,98
Springer Netherlands,FsF-A1-01M,38
Springer Netherlands,FsF-A1-03D,98
Springer Netherlands,FsF-R1.1-01M,96
Springer Netherlands,FsF-R1.3-02D,98
"Springer, Dordrecht",FsF-F3-01M,22
"Springer, Dordrecht",FsF-A1-01M,22
"Springer, Dordrecht",FsF-A1-03D,22
"Springer, Dordrecht",FsF-R1.1-01M,22
"Springer, Dordrecht",FsF-R1.3-02D,22
Oxford University Press (OUP),FsF-F3-01M,133
Oxford University Press (OUP),FsF-A1-01M,133
Oxford University Press (OUP),FsF-A1-03D,133
Oxford University Press (OUP),FsF-R1.1-01M,133
Oxford University Press (OUP),FsF-R1.3-02D,133
Oxford University Press (OUP),FsF-F4-01M,7
Oxford University Press (OUP),FsF-R1-01MD,7
AIP Publishing,FsF-F3-01M,154
AIP Publishing,FsF-A1-01M,154
AIP Publishing,FsF-A1-03D,154
AIP Publishing,FsF-R1.1-01M,154
AIP Publishing,FsF-R1.3-02D,154
AIP Publishing,FsF-F4-01M,2
AIP Publishing,FsF-R1-01MD,2
De Gruyter,FsF-F3-01M,98
De Gruyter,FsF-A1-03D,98
De Gruyter,FsF-I3-01M,53
De Gruyter,FsF-R1.1-01M,98
De Gruyter,FsF-R1.3-02D,98
S. Karger AG,FsF-F3-01M,18
S. Karger AG,FsF-A1-01M,18
S. Karger AG,FsF-A1-03D,18
S. Karger AG,FsF-R1.1-01M,18
S. Karger AG,FsF-R1.3-02D,18
Karger Publishers,FsF-F3-01M,12
Karger Publishers,FsF-A1-01M,12
Karger Publishers,FsF-A1-03D,12
Karger Publishers,FsF-R1.1-01M,12
Karger Publishers,FsF-R1.3-02D,12
IEEE,FsF-F3-01M,406
IEEE,FsF-F4-01M,406
IEEE,FsF-A1-01M,406
IEEE,FsF-A1-03D,406
IEEE,FsF-I3-01M,406
IEEE,FsF-R1-01MD,406
IEEE,FsF-R1.1-01M,406
IEEE,FsF-R1.3-02D,406
Biologia plantarum,FsF-F3-01M,4
Biologia plantarum,FsF-A1-03D,4
Biologia plantarum,FsF-R1.1-01M,4
Biologia plantarum,FsF-R1.3-02D,4
Institute of Experimental Botany,FsF-F3-01M,6
Institute of Experimental Botany,FsF-A1-03D,6
Institute of Experimental Botany,FsF-R1.1-01M,6
Institute of Experimental Botany,FsF-R1.3-02D,6
Public Library of Science,FsF-F3-01M,96
Public Library of Science,FsF-A1-01M,96
Public Library of Science,FsF-A1-03D,96
Public Library of Science,FsF-R1.1-01M,96
Public Library of Science,FsF-R1.3-02D,96
Public Library of Science (PLoS),FsF-F3-01M,188
Public Library of Science (PLoS),FsF-A1-01M,188
Public Library of Science (PLoS),FsF-A1-03D,188
Public Library of Science (PLoS),FsF-R1.1-01M,188
Public Library of Science (PLoS),FsF-R1.3-02D,188
springermedizin.de,FsF-F3-01M,9
springermedizin.de,FsF-A1-01M,9
springermedizin.de,FsF-A1-03D,9
springermedizin.de,FsF-R1-01MD,9
springermedizin.de,FsF-R1.1-01M,9
springermedizin.de,FsF-R1.3-02D,9
springermedizin.de,FsF-I3-01M,5
Kluwer Academic Publishers,FsF-F3-01M,146
Kluwer Academic Publishers,FsF-A1-03D,146
Kluwer Academic Publishers,FsF-R1.1-01M,146
Kluwer Academic Publishers,FsF-R1.3-02D,146
"John Wiley & Sons, LtdChichester, UK",FsF-F3-01M,12
"John Wiley & Sons, LtdChichester, UK",FsF-A1-03D,12
"John Wiley & Sons, LtdChichester, UK",FsF-R1.1-01M,12
"John Wiley & Sons, LtdChichester, UK",FsF-R1.3-02D,12
The EMBO Journal,FsF-F3-01M,15
The EMBO Journal,FsF-A1-03D,15
The EMBO Journal,FsF-R1.1-01M,15
The EMBO Journal,FsF-R1.3-02D,15
Informa UK Limited,FsF-F3-01M,44
Informa UK Limited,FsF-F4-01M,42
Informa UK Limited,FsF-A1-01M,42
Informa UK Limited,FsF-A1-03D,44
Informa UK Limited,FsF-R1-01MD,42
Informa UK Limited,FsF-R1.1-01M,44
Informa UK Limited,FsF-R1.3-02D,44
Springer International Publishing,FsF-F3-01M,80
Springer International Publishing,FsF-A1-01M,24
Springer International Publishing,FsF-A1-03D,80
Springer International Publishing,FsF-R1.1-01M,61
Springer International Publishing,FsF-R1.3-02D,80
"Springer, Cham",FsF-F3-01M,15
"Springer, Cham",FsF-A1-01M,14
"Springer, Cham",FsF-A1-03D,15
"Springer, Cham",FsF-R1.1-01M,15
"Springer, Cham",FsF-R1.3-02D,15
Macmillan Education UK,FsF-F3-01M,3
Macmillan Education UK,FsF-A1-01M,3
Macmillan Education UK,FsF-A1-03D,3
Macmillan Education UK,FsF-R1.1-01M,3
Macmillan Education UK,FsF-R1.3-02D,3
"Palgrave, London",FsF-F3-01M,1
"Palgrave, London",FsF-A1-01M,1
"Palgrave, London",FsF-A1-03D,1
"Palgrave, London",FsF-R1.1-01M,1
"Palgrave, London",FsF-R1.3-02D,1
"Springer Spektrum, Berlin, Heidelberg",FsF-F3-01M,12
"Springer Spektrum, Berlin, Heidelberg",FsF-A1-01M,12
"Springer Spektrum, Berlin, Heidelberg",FsF-A1-03D,12
"Springer Spektrum, Berlin, Heidelberg",FsF-R1.1-01M,12
"Springer Spektrum, Berlin, Heidelberg",FsF-R1.3-02D,12
Analytical Science Journals,FsF-F3-01M,12
Analytical Science Journals,FsF-A1-01M,12
Analytical Science Journals,FsF-A1-03D,12
Analytical Science Journals,FsF-I1-01M,3
Analytical Science Journals,FsF-I2-01M,3
Analytical Science Journals,FsF-I3-01M,6
Analytical Science Journals,FsF-R1.1-01M,12
Analytical Science Journals,FsF-R1.3-02D,12
Center for Open Science,FsF-F3-01M,38
Center for Open Science,FsF-F4-01M,38
Center for Open Science,FsF-A1-01M,38
Center for Open Science,FsF-A1-03D,38
Center for Open Science,FsF-I3-01M,38
Center for Open Science,FsF-R1-01MD,38
Center for Open Science,FsF-R1.1-01M,38
Center for Open Science,FsF-R1.3-02D,38
Nature Publishing Group UK,FsF-F3-01M,119
Nature Publishing Group UK,FsF-A1-03D,119
Nature Publishing Group UK,FsF-R1.3-02D,119
Nature Publishing Group UK,FsF-R1.1-01M,40
Nature Publishing Group,FsF-F3-01M,276
Nature Publishing Group,FsF-A1-03D,276
Nature Publishing Group,FsF-R1.3-02D,276
Nature Publishing Group,FsF-R1.1-01M,114
Springer Nature,FsF-F3-01M,138
Springer Nature,FsF-A1-03D,138
Springer Nature,FsF-R1.3-02D,138
Springer Nature,FsF-R1.1-01M,57
Nature,FsF-F3-01M,138
Nature,FsF-A1-03D,138
Nature,FsF-R1.3-02D,138
Nature,FsF-R1.1-01M,57
VS Verlag für Sozialwissenschaften,FsF-F3-01M,11
VS Verlag für Sozialwissenschaften,FsF-A1-01M,11
VS Verlag für Sozialwissenschaften,FsF-A1-03D,11
VS Verlag für Sozialwissenschaften,FsF-R1.1-01M,11
VS Verlag für Sozialwissenschaften,FsF-R1.3-02D,11
"eLife Sciences Publications, Ltd",FsF-F3-01M,169
"eLife Sciences Publications, Ltd",FsF-A1-03D,169
"eLife Sciences Publications, Ltd",FsF-R1.1-01M,169
"eLife Sciences Publications, Ltd",FsF-R1.3-02D,169
"eLife Sciences Publications, Ltd",FsF-F4-01M,28
"eLife Sciences Publications, Ltd",FsF-A1-01M,28
"eLife Sciences Publications, Ltd",FsF-I3-01M,28
"eLife Sciences Publications, Ltd",FsF-R1-01MD,28
eLife Sciences Publications Limited,FsF-F3-01M,61
eLife Sciences Publications Limited,FsF-A1-03D,61
eLife Sciences Publications Limited,FsF-R1.1-01M,61
eLife Sciences Publications Limited,FsF-R1.3-02D,61
eLife Sciences Publications Limited,FsF-F4-01M,14
eLife Sciences Publications Limited,FsF-A1-01M,14
eLife Sciences Publications Limited,FsF-I3-01M,14
eLife Sciences Publications Limited,FsF-R1-01MD,14
eLife,FsF-F3-01M,47
eLife,FsF-A1-03D,47
eLife,FsF-R1.1-01M,47
eLife,FsF-R1.3-02D,47
EDP Sciences,FsF-F3-01M,19
EDP Sciences,FsF-A1-01M,17
EDP Sciences,FsF-A1-03D,19
EDP Sciences,FsF-R1.1-01M,19
EDP Sciences,FsF-R1.3-02D,19
EDP Sciences,FsF-I3-01M,4
"NRC Research Press Ottawa, Canada",FsF-F3-01M,3
"NRC Research Press Ottawa, Canada",FsF-A1-01M,3
"NRC Research Press Ottawa, Canada",FsF-A1-03D,3
"NRC Research Press Ottawa, Canada",FsF-R1.1-01M,3
"NRC Research Press Ottawa, Canada",FsF-R1.3-02D,3
Genome,FsF-F3-01M,4
Genome,FsF-A1-01M,3
Genome,FsF-A1-03D,4
Genome,FsF-R1.1-01M,4
Genome,FsF-R1.3-02D,4
Canadian Science Publishing,FsF-F3-01M,6
Canadian Science Publishing,FsF-A1-01M,6
Canadian Science Publishing,FsF-A1-03D,6
Canadian Science Publishing,FsF-R1.1-01M,6
Canadian Science Publishing,FsF-R1.3-02D,6
American Chemical Society,FsF-F3-01M,7
American Chemical Society,FsF-A1-03D,7
American Chemical Society,FsF-I3-01M,5
American Chemical Society,FsF-R1.1-01M,7
American Chemical Society,FsF-R1.3-02D,7
ACS Publications,FsF-F3-01M,14
ACS Publications,FsF-A1-03D,14
ACS Publications,FsF-I3-01M,10
ACS Publications,FsF-R1.1-01M,14
ACS Publications,FsF-R1.3-02D,14
Multidisciplinary Digital Publishing Institute,FsF-F3-01M,126
Multidisciplinary Digital Publishing Institute,FsF-A1-01M,126
Multidisciplinary Digital Publishing Institute,FsF-A1-03D,126
Multidisciplinary Digital Publishing Institute,FsF-R1.1-01M,126
Multidisciplinary Digital Publishing Institute,FsF-R1.3-02D,126
MDPI,FsF-F3-01M,42
MDPI,FsF-A1-01M,42
MDPI,FsF-A1-03D,42
MDPI,FsF-R1.1-01M,42
MDPI,FsF-R1.3-02D,42
Oekom Publishers GmbH,FsF-F3-01M,32
Oekom Publishers GmbH,FsF-A1-03D,32
Oekom Publishers GmbH,FsF-R1.1-01M,32
Oekom Publishers GmbH,FsF-R1.3-02D,32
Cambridge University Press,FsF-F3-01M,30
Cambridge University Press,FsF-A1-01M,30
Cambridge University Press,FsF-A1-03D,30
Cambridge University Press,FsF-R1.1-01M,30
Cambridge University Press,FsF-R1.3-02D,30
Cambridge University Press,FsF-I3-01M,1
Cambridge Core,FsF-F3-01M,28
Cambridge Core,FsF-A1-01M,28
Cambridge Core,FsF-A1-03D,28
Cambridge Core,FsF-R1.1-01M,28
Cambridge Core,FsF-R1.3-02D,28
Cambridge Core,FsF-I3-01M,1
https://www.protocols.io,FsF-F3-01M,15
https://www.protocols.io,FsF-A1-01M,15
https://www.protocols.io,FsF-A1-03D,15
https://www.protocols.io,FsF-I3-01M,15
https://www.protocols.io,FsF-R1.1-01M,15
https://www.protocols.io,FsF-R1.3-02D,15
protocols.io,FsF-F3-01M,30
protocols.io,FsF-A1-01M,30
protocols.io,FsF-A1-03D,30
protocols.io,FsF-I3-01M,30
protocols.io,FsF-R1.1-01M,30
protocols.io,FsF-R1.3-02D,30
"ZappyLab, Inc.",FsF-F3-01M,30
"ZappyLab, Inc.",FsF-A1-01M,30
"ZappyLab, Inc.",FsF-A1-03D,30
"ZappyLab, Inc.",FsF-I3-01M,30
"ZappyLab, Inc.",FsF-R1.1-01M,30
"ZappyLab, Inc.",FsF-R1.3-02D,30
Cambridge University Press (CUP),FsF-F3-01M,35
Cambridge University Press (CUP),FsF-A1-01M,35
Cambridge University Press (CUP),FsF-A1-03D,35
Cambridge University Press (CUP),FsF-R1.1-01M,35
Cambridge University Press (CUP),FsF-R1.3-02D,35
Cambridge University Press (CUP),FsF-F4-01M,1
Cambridge University Press (CUP),FsF-R1-01MD,1
Trans Tech Publications Ltd,FsF-F3-01M,23
Trans Tech Publications Ltd,FsF-A1-01M,23
Trans Tech Publications Ltd,FsF-A1-03D,23
Trans Tech Publications Ltd,FsF-R1.1-01M,23
Trans Tech Publications Ltd,FsF-R1.3-02D,23
Trans Tech Publications Ltd,FsF-F4-01M,20
Trans Tech Publications Ltd,FsF-I3-01M,10
Laser Institute of America,FsF-F3-01M,2
Laser Institute of America,FsF-A1-01M,2
Laser Institute of America,FsF-A1-03D,2
Laser Institute of America,FsF-R1.1-01M,2
Laser Institute of America,FsF-R1.3-02D,2
Walter de Gruyter GmbH,FsF-F3-01M,28
Walter de Gruyter GmbH,FsF-A1-03D,28
Walter de Gruyter GmbH,FsF-R1.1-01M,28
Walter de Gruyter GmbH,FsF-R1.3-02D,28
IOP Publishing,FsF-F3-01M,82
IOP Publishing,FsF-F4-01M,82
IOP Publishing,FsF-A1-01M,82
IOP Publishing,FsF-A1-03D,82
IOP Publishing,FsF-R1-01MD,82
IOP Publishing,FsF-R1.1-01M,82
IOP Publishing,FsF-R1.3-02D,82
Cold Spring Harbor Lab,FsF-F3-01M,24
Cold Spring Harbor Lab,FsF-A1-01M,24
Cold Spring Harbor Lab,FsF-A1-03D,24
Cold Spring Harbor Lab,FsF-I3-01M,16
Cold Spring Harbor Lab,FsF-R1.1-01M,24
Cold Spring Harbor Lab,FsF-R1.3-02D,24
"Trans Tech Publications, Ltd.",FsF-F3-01M,24
"Trans Tech Publications, Ltd.",FsF-A1-01M,24
"Trans Tech Publications, Ltd.",FsF-A1-03D,24
"Trans Tech Publications, Ltd.",FsF-R1.1-01M,24
"Trans Tech Publications, Ltd.",FsF-R1.3-02D,24
"Trans Tech Publications, Ltd.",FsF-F4-01M,20
